text,canonical_form_1,canonical_form_2,canonical_form_3,category_1,category_2,category_3,severity_rating,severity_description,,,,
knob jockey,,,,,knob,,,sexual anatomy / sexual acts,,,1.8,Strong
knob-face,,,,,knob,,,sexual anatomy / sexual acts,,,1.6,Strong
knob-gobbler,,,,,knob,,,sexual anatomy / sexual acts,,,1.6,Strong
knob-head,,,,,knob,,,sexual anatomy / sexual acts,,,2,Strong
knob3d,,,,,knob,,,sexual anatomy / sexual acts,,,1.6,Strong
knob3nd,,,,,knob,,,sexual anatomy / sexual acts,,,1.2,Mild
knobd,,,,,knob,,,sexual anatomy / sexual acts,,,1.2,Mild
knobe,,,,,knob,,,sexual anatomy / sexual acts,,,1,Mild
knobead,,,,,knob,,,sexual anatomy / sexual acts,,,1.4,Mild
knobeads,,,,,knob,,,sexual anatomy / sexual acts,,,1.4,Mild
knobed,,,,,knob,,,sexual anatomy / sexual acts,other / general insult,,1.4,Mild
knobeds,,,,,knob,,,sexual anatomy / sexual acts,,,1.8,Strong
knobend,,,,,knob,,,sexual anatomy / sexual acts,,,1.2,Mild
knobender,,,,,knob,,,sexual anatomy / sexual acts,sexual orientation / gender,,2.2,Strong
knobends,,,,,knob,,,sexual anatomy / sexual acts,,,1.4,Mild
knobendy,,,,,knob,,,sexual anatomy / sexual acts,,,1.6,Strong
knobendz,,,,,knob,,,sexual anatomy / sexual acts,,,1.4,Mild
knober,,,,,knob,,,sexual anatomy / sexual acts,,,1,Mild
knobes,,,,,knob,,,sexual anatomy / sexual acts,,,1.2,Mild
knobgobbler,,,,,knob,,,sexual anatomy / sexual acts,sexual orientation / gender,,1.8,Strong
knobhead,,,,,knob,,,sexual anatomy / sexual acts,,,1.6,Strong
knobheads,,,,,knob,,,sexual anatomy / sexual acts,,,1.6,Strong
knobjockies,,,,,knob,,,sexual anatomy / sexual acts,sexual orientation / gender,,1.8,Strong
knobjocky,,,,,knob,,,sexual anatomy / sexual acts,sexual orientation / gender,,2.2,Strong
knobjokey,,,,,knob,,,sexual orientation / gender,,,2.6,Severe
knobjokeys,,,,,knob,,,sexual anatomy / sexual acts,,,1.8,Strong
ku kluxer,,,,,ku kluxer,,,racial / ethnic slurs,,,2.6,Severe
kyke,,,,,kike,,,racial / ethnic slurs,,,3,Severe
l@dyb0i,,,,,ladyboy,,,sexual orientation / gender,,,2.2,Strong
l@dyb0y,,,,,ladyboy,,,sexual orientation / gender,,,2,Strong
l@dyboy,,,,,ladyboy,,,sexual orientation / gender,,,2,Strong
l3i + ch,,,,,bitch,,,sexual orientation / gender,,,1.2,Mild
l3i+ch,,,,,bitch,,,sexual orientation / gender,,,1.2,Mild
l3itch,,,,,bitch,,,sexual orientation / gender,,,1.4,Mild
l3itches,,,,,bitch,,,sexual orientation / gender,,,1.2,Mild
ladboys,,,,,ladyboy,,,sexual orientation / gender,,,1.4,Mild
ladboyz,,,,,ladyboy,,,sexual orientation / gender,,,1.4,Mild
ladiboy,,,,,ladyboy,,,sexual orientation / gender,,,2.2,Strong
lady-boy,,,,,ladyboy,,,sexual orientation / gender,,,2.6,Severe
ladyb0i,,,,,ladyboy,,,sexual orientation / gender,,,2.2,Strong
ladyb0y,,,,,ladyboy,,,sexual orientation / gender,,,2.4,Strong
ladyboy,,,,,ladyboy,,,sexual orientation / gender,,,2.2,Strong
ladyboys,,,,,ladyboy,,,sexual orientation / gender,,,2.4,Strong
ladyboyz,,,,,ladyboy,,,sexual orientation / gender,,,1.4,Mild
lesbo,,,,,lesbian,,,sexual orientation / gender,,,2.2,Strong
loose woman,,,,,loose,,,sexual orientation / gender,,,1.4,Mild
m@asterbated,,,,,masturbate,,,sexual anatomy / sexual acts,,,1.4,Mild
m@derfaker,,,,,motherfucker,,,sexual anatomy / sexual acts,,,2.8,Severe
m@derfuck,,,,,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,3,Severe
m@derfuckers,,,,,motherfucker,,,sexual anatomy / sexual acts,,,2.6,Severe
m0f0,,,,,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2,Strong
m0f0s,,,,,motherfucker,,,other / general insult,,,2.4,Strong
m0fo,,,,,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.6,Severe
m0foes,,,,,motherfucker,,,other / general insult,,,2.2,Strong
m0fos,,,,,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.6,Severe
m0ng0l0id,,,,,mongoloid,,,mental disability,racial / ethnic slurs,,2.2,Strong
m0ngoloid,,,,,mongoloid,,,racial / ethnic slurs,,,2.2,Strong
m0thafucked,,,,,motherfucker,,,sexual anatomy / sexual acts,,,3,Severe
m0thafucker,,,,,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,3,Severe
m0thafucking,,,,,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.8,Severe
m0therfuckeds,,,,,motherfucker,,,sexual anatomy / sexual acts,,,2.8,Severe
m0therfucker,,,,,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.4,Strong
m0therfucking,,,,,motherfucker,,,sexual anatomy / sexual acts,,,3,Severe
m0therfvcker,,,,,motherfucker,,,sexual anatomy / sexual acts,,,3,Severe
man chowder,,,,,man chowder,,,bodily fluids / excrement,,,1,Mild
man meat,,,,,meat,,,sexual anatomy / sexual acts,,,1.2,Mild
man seed,,,,,man seed,,,bodily fluids / excrement,,,1,Mild
markasses,,,,,ass,,,sexual anatomy / sexual acts,,,2,Strong
meat curtains,,,,,meat curtains,,,sexual anatomy / sexual acts,,,2,Strong
meat-sword,,,,,meat,,,sexual anatomy / sexual acts,,,1.2,Mild
mecha fag,,,,,faggot,,,sexual orientation / gender,,,3,Severe
mega fag,,,,,faggot,,,sexual orientation / gender,,,2.8,Severe
mf'er,,,,,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.2,Strong
mf'ers,,,,,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.6,Severe
mf'ing,,,,,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.2,Strong
mfckers,,,,,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.2,Strong
MFer,,,,,motherfucker,,,sexual anatomy / sexual acts,,,1.8,Strong
MFers,,,,,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.8,Severe
mfing,,,,,motherfucker,,,sexual anatomy / sexual acts,,,1.8,Strong
mfk,,,,,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,1.6,Strong
mfs,,,,,motherfucker,,,sexual anatomy / sexual acts,,,2.2,Strong
mfukk,,,,,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,3,Severe
mfukker,,,,,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.8,Severe
milf,,,,,milf,,,sexual anatomy / sexual acts,,,1.8,Strong
mindfuck,,,,,motherfucker,,,sexual anatomy / sexual acts,,,2.2,Strong
mof0es,,,,,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.2,Strong
mof0s,,,,,motherfucker,,,other / general insult,,,2.6,Severe
mofcker,,,,,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.6,Severe
mofo,,,,,motherfucker,,,sexual anatomy / sexual acts,,,2,Strong
mofo ass,,,,,motherfucker,ass,,sexual anatomy / sexual acts,,,2.4,Strong
mofoes,,,,,motherfucker,,,other / general insult,,,2,Strong
mofos,,,,,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2,Strong
mofoshit,,,,,motherfucker,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,,2.2,Strong
mofuccers,,,,,motherfucker,,,sexual anatomy / sexual acts,,,2.4,Strong
mofucckers,,,,,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.4,Strong
mofuck,,,,,motherfucker,,,sexual anatomy / sexual acts,,,2.8,Severe
mofucker,,,,,motherfucker,,,other / general insult,,,2,Strong
mofuckkas,,,,,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.4,Strong
mofuk,,,,,motherfucker,,,other / general insult,,,2.2,Strong
mofukkas,,,,,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.4,Strong
molester,,,,,molest,,,sexual anatomy / sexual acts,other / general insult,,2.2,Strong
mong,,,,,mong,,,racial / ethnic slurs,,,1.8,Strong
mongoloid,,,,,mongoloid,,,racial / ethnic slurs,,,2.2,Strong
mongrel,,,,,mongrel,,,racial / ethnic slurs,,,2.6,Severe
motha fucka,,,,,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.8,Severe
motha fucker,,,,,motherfucker,,,sexual anatomy / sexual acts,,,2.4,Strong
motha fuckers,,,,,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,3,Severe
mothaf@cked,,,,,motherfucker,,,sexual anatomy / sexual acts,,,2.6,Severe
mothafcked,,,,,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.6,Severe
mothafcking,,,,,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.8,Severe
Mothafucc,,,,,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.8,Severe
mothafucced,,,,,motherfucker,,,sexual anatomy / sexual acts,,,2.6,Severe
mothafuccer,,,,,motherfucker,,,sexual anatomy / sexual acts,,,3,Severe
mothafuccing,,,,,motherfucker,,,sexual anatomy / sexual acts,,,3,Severe
mothafuck,,,,,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.8,Severe
mothafucka,,,,,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.8,Severe
mothafuckas,,,,,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.6,Severe
mothafuckasses,,,,,motherfucker,ass,,sexual anatomy / sexual acts,other / general insult,,3,Severe
mothafuckaz,,,,,motherfucker,,,sexual anatomy / sexual acts,,,2.6,Severe
mothafuckazzes,,,,,motherfucker,,,sexual anatomy / sexual acts,,,3,Severe
mothafucked,,,,,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.8,Severe
mothafuckeds,,,,,motherfucker,,,sexual anatomy / sexual acts,,,2.8,Severe
mothafucker,,,,,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,3,Severe
mothafuckers,,,,,motherfucker,,,sexual anatomy / sexual acts,,,2.6,Severe
mothafuckin,,,,,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.6,Severe
mothafucking,,,,,motherfucker,,,sexual anatomy / sexual acts,,,3,Severe
mothafuckings,,,,,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.8,Severe
mothafuckins,,,,,motherfucker,,,sexual anatomy / sexual acts,,,2.6,Severe
mothafucks,,,,,motherfucker,,,sexual anatomy / sexual acts,,,2.8,Severe
mothafuckz,,,,,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.6,Severe
mothafvcked,,,,,motherfucker,,,sexual anatomy / sexual acts,,,2.8,Severe
mother effer,,,,,motherfucker,,,sexual anatomy / sexual acts,,,2.2,Strong
mother fuck,,,,,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.8,Severe
mother fuck you,,,,,motherfucker,,,sexual anatomy / sexual acts,,,2.6,Severe
mother fucka,,,,,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,2.8,Severe
mother fucker,,,,,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,3,Severe
mother fuckers,,,,,motherfucker,,,sexual anatomy / sexual acts,,,3,Severe
mother fucking,,,,,motherfucker,,,sexual anatomy / sexual acts,other / general insult,,3,Severe
